Date Measure,Video ID,Channel ID,views,likes,shares
1523933183,246a2ca14da41293,76b1c156,568,230,369
1563022760,6e23a3532fe47394,703638cb,507,28,366
1563154755,9db8453b1c69220a,046a4935,673,516,944
1632341111,133138d8851deb68,c75413e3,809,77,946
1500625591,91b22a1cb18a9f6c,27fb670a,26,225,444
1537792389,8d4763219e8c2376,0183f27a,663,125,869
1623677986,e728c69ec246bfc0,63f686e0,311,990,226
1566140949,7941001ca8a14423,349526d1,792,531,768
1597542881,10e91ecb1fbdc56f,cede1074,671,940,45
1487554666,a7ef964a352d91e5,6690c3b1,702,989,384
1625637796,ea7b12e7463a6afc,3c71249c,562,148,293
1485510207,a381f9f42df4e896,9cd288ce,730,205,275
1614915721,e811cfbd61927b66,2e90bab3,808,920,352
1492818138,16d09203c490732e,a984f911,444,51,837
1581780008,f19f16cc803c2b21,8a745cff,766,271,802
1526088661,cb8268194bf975c0,cf0a6649,969,282,298
1509499705,b954cdd538e58449,e43d7a07,927,692,0
1555493633,2dec2819d5697f08,bb719e41,668,258,309
1604684367,cf838262089c92d4,5238c765,811,76,133
1595535602,5f4c20d54486abd6,efde245f,940,429,896
1540462350,4511037ecc7f13c5,f5d5f71b,805,526,359
1628096737,a1c6be60d3ea26bd,4d051e31,979,179,784
1640698687,f5836f847443335c,4250af6f,692,740,737
1577699280,719bc1fa1bb165b4,5469fd28,126,392,122
1627619918,a66bec27cc3016dc,382137ba,258,726,383
1581083585,2e774231921311c4,30c8c645,443,186,481
1626642150,ff41b98e508aadde,a9984e21,193,21,543
1519023032,c8d49898f189d798,d556a551,386,492,422
1517415816,87e5d77291b82505,d432729d,847,31,268
1636483037,1e02c743bdaada58,41846041,294,276,204
1519763852,3a8af083121fda11,a1ac9fa7,307,755,964
1606286668,71d22dfe1e1a974f,04439e2a,93,360,521
1530776394,566289b427fd802b,8f6e8077,772,980,803
1516865260,2d4e9007e4cb71e3,1b5a6743,263,861,462
1518612454,7226ccc55a70e0e9,e260d08b,807,61,996
1509471672,60019e3fce23172d,45975a4c,807,334,580
1630212873,66536d76b3b752dd,bdd2c216,61,276,208
1489072930,6ba1261f2f4b4439,7cf26555,316,123,322
1519641865,e8860d69164c3b64,6750b664,135,892,755
1566265130,7226ccc55a70e0e9,e260d08b,618,771,309
1618353526,cd71ffbe631feae9,ce6a6411,243,682,769
1579127663,ba6e23e4a1dd766b,cd24fdcf,382,395,991
1540836730,4918745142b56d82,2015452f,34,735,921
1518474013,16365cf98b8383a5,c2d23df9,677,649,452
1534922161,5f6577ea7d61c7de,c5c05acd,762,831,517
1538024892,bd29a69faa8c1ea7,ee50b0e5,856,92,680
1550686660,8170dcf322f0dcd8,eb1940ca,275,273,877
1591659106,e9dfc1a87a552942,58a211f1,348,448,499
1553767084,8170dcf322f0dcd8,eb1940ca,521,182,778
1563123474,f1f7a3fbc48cec14,f9f487f7,648,783,962
1639360225,a43f7189e39f248b,ab6f0bc8,843,12,366
1547346777,2dec2819d5697f08,bb719e41,96,157,621
1500654578,d8d8ceb4db87e56f,db1ec80f,938,898,473
1506335015,7c36800974c89aba,ad099ee1,956,444,327
1634284451,f2af2c3b390b64b0,326eecf9,741,666,88
1539890452,8a07b35158298851,2d83ab3c,616,220,840
1589741033,bdef94733a3f7cae,592d03c3,580,470,548
1629826008,228984e00ea00f4a,b8649c5d,754,922,114
1590667617,7d29f8525809111b,a4a75a34,750,516,679
1627438961,0f205cd7d34a9372,2ae17d04,839,456,756
1521648453,78af92bd4ac27978,47a12cfc,274,46,162
1601834508,7941001ca8a14423,349526d1,275,457,704
1530907271,69149c82352e505f,e65c86a4,721,400,745
1568614671,9e242cf29c631475,a39979da,673,532,246
1603997773,def382339b556f05,efc39cd6,851,636,282
1563351233,572d4d8365e51159,698384a0,143,895,500
1514096407,4a3400a28e5f8a0f,6b7e96a3,650,197,954
1507550715,66536d76b3b752dd,bdd2c216,980,768,809
1516350865,067d3c5fd998fa13,c27eed89,456,282,219
1576997795,ad940ce677acda64,eeda7347,368,282,442
1485325855,df7acd50fb3d8634,6fe412c6,847,674,520
1498379178,925876ca0bf2d67e,f47298b4,489,452,766
1556234288,3a2b0df062252587,c1160712,794,364,882
1614130621,9a688acff91db288,52794d7a,540,570,214
1541293648,78af92bd4ac27978,47a12cfc,270,458,324
1498127868,81829664320d8ea7,f9d999c2,780,170,54
1590415789,cd144d455c0ffe5e,198f45b2,343,633,735
1533667718,e4a22318ea81a52c,d7062143,52,1,998
1560089622,7b477e2624995227,9e7f7955,791,181,604
1612105499,17996939dc7fff0b,fa1661cc,745,797,12
1626083989,ba2965391d44443a,c71ca881,905,446,660
1520474790,18bb74957b604c1b,30d0ac5e,90,136,316
1545214343,9833fadffd7fbfdf,7a26a067,439,869,242
1589911334,671eef3e2bfd71dd,e6117048,499,284,786
1601597775,31c88a4cd18627b2,33755d58,422,644,659
1518542695,7226ccc55a70e0e9,e260d08b,789,526,637
1525194374,e81c7a4f4e61f504,02a1fd29,760,974,865
1618408177,ac4530a3b6d5f872,ccbc62b0,52,461,707
1622773600,c8123a0b84c44936,58cb409b,573,959,329
1575512897,d811d79af954bd3b,b42fa5ea,487,36,454
1589576591,695eae765aefedd5,57717a93,534,485,417
1517418364,6693f9ef7b5a4879,203c67bc,824,238,832
1573031537,1dc3178b7e9f4457,b797b71b,74,315,150
1574723623,fe39e43dca897969,d2ff6c2f,294,559,487
1545243069,19167e4cfaaf380a,810451fa,75,157,245
1549814102,ae2b52ec8eb1533c,d3234ed5,298,643,986
1613608454,c154f9836d4efd8f,d720e05d,344,472,50
1545883208,69ae710cee01c820,cc906a41,453,906,243
1533682991,fb1de9d58b42cf15,3bad8c66,539,350,802
1586421092,670b4bc7704d29b8,e1d94e04,590,70,775
1542873223,2ad6900d0c5b67f4,f9acf30d,195,599,515
1545599572,9f65f32ba4085c06,a3b5eaec,127,575,854
1636078386,113c63cc0c4b4c46,5598d7b1,394,781,671
1549532059,f1226ddfc69df5ef,d3965ec5,696,877,515
1516128139,79696bb91c2be43b,42b3bf17,701,553,475
1509891920,f07d98adb9799c23,0060f79b,111,475,246
1537163066,67f11c5173e4b7b8,5e358ec1,787,934,543
1543036855,94d370fbca6ced00,e9c55373,980,779,114
1608118313,3a8af083121fda11,a1ac9fa7,628,256,192
1488639529,7839a1cbc941e64a,6fe6c6d3,213,499,503
1542090345,671eef3e2bfd71dd,e6117048,562,311,819
1589074854,55ff9f7e585abb5a,88566407,968,954,102
1614723275,c8d49898f189d798,d556a551,402,619,623
1543800748,2a159a27e2884a10,095be1ba,529,553,905
1550152812,8c573cf408441ede,b4581cc2,646,338,809
1620440275,fe85b6cde775e1f1,f09218fa,310,531,247
1637010393,01515e090c932827,7db8fbeb,304,96,479
1495790448,6ccc9c67789deb5c,1a786059,379,40,363
1577143837,796074a8fedf7b5f,3981d903,716,948,710
1609484078,f9d159be95544e0d,d6aad932,103,176,83
1518356153,91a42ef5736c0076,059e13b7,55,674,476
1638616904,6bd3ea015e6f5c68,8cb50d97,481,488,220
1540032627,e81c7a4f4e61f504,02a1fd29,744,345,894
1526263156,9fb8d010a0ccef1f,4cc5dfa5,346,934,296
1524781027,ee82f122af8e4e2b,8650bc23,196,499,487
1565848409,a220e83f7df2b2d7,8d5a8daf,47,627,625
1573409140,eaad354c9617431d,21857b8d,206,820,902
1546277404,1eeeb1b210643ad0,ac361009,793,273,489
1493511853,83c2195e343c96d0,98bee93c,871,805,397
1512974846,70757b990b8808eb,4d71b9ca,178,324,657
1545207978,90227efea8bba006,620ec52e,842,693,958
1634707038,4c18f8f6226401d3,674b0b61,287,154,866
1628921658,a725cd559c276e07,e08d08d0,147,43,198
1549111891,8ef0c31c72676bba,1b6a3443,131,401,531
1508346915,d5b2868dba0bbf24,5dde0f60,298,988,11
1490532760,3b5e2a58c1e0f0de,c1f93581,208,923,794
1544833882,dc10863d3fa95544,9ebded9c,556,403,511
1625892235,d5b2868dba0bbf24,5dde0f60,33,310,238
1560764262,3bfa45085ad96a5e,e16d02ef,416,967,650
1621722301,abac0f010e86b83d,0de24cb7,160,879,98
1641211821,10197d23e8ea4dd7,ee433272,901,611,34
1579983568,3d80ec81ae1dcc55,a52b0d5a,885,499,732
1538749784,4af010cd0212087d,bccba27c,416,21,352
1559130766,7d597510c7761210,c2cf5039,298,308,989
1577832805,74349345eb63b58b,8ddeed4a,430,759,781
1496231272,f293fb1514a51964,741f821d,720,970,378
1585816981,90227efea8bba006,620ec52e,729,730,991
1621818927,3ea8ac76455cf2dd,587cebca,463,929,346
1547706382,bf0d842926d85e66,0b59a065,78,268,257
1503785486,b281eacd33adc4c2,26d1e9db,622,907,100
1521326926,c9f903c2bd76fa57,75a0ea4d,247,198,197
1612141310,10197d23e8ea4dd7,ee433272,189,710,348
1536020447,c6c4a96e524279e1,de14595a,417,280,79
1538217350,94651a48745dbab5,b5970243,883,394,443
1515977383,f9d159be95544e0d,d6aad932,985,768,281
1553578463,8338d70202d7f6c3,c63cb3a0,469,188,44
1519599313,7c36800974c89aba,ad099ee1,125,137,494
1641092671,fdd058f8bba0794f,4534ff67,268,944,391
1594495545,84eea8ba2e368c30,e76bc4da,730,533,902
1596224420,a4e017465c2e30db,13aac484,733,371,626
1590473178,1ee436a830a9384a,0908321a,874,572,310
1509250902,855a2d211892014e,46a5bd8d,462,827,524
1633887724,e3f0e2109040fd2a,b73a6ca4,224,722,389
1600686167,9f979d25991e74e4,10690235,660,732,720
1552478931,ba6e058d86c08ef5,21d491a8,286,474,706
1490807028,21a2ad4033c993a0,cd67910b,708,368,941
1570295063,ab728b70eaea3952,661fa9c1,786,318,309
1630987295,78af92bd4ac27978,47a12cfc,10,995,656
1588689921,b281eacd33adc4c2,26d1e9db,724,801,423
1625335610,ae2b52ec8eb1533c,d3234ed5,646,511,759
1603167663,989a04fc724db019,eb17e318,572,302,662
1578612746,5621cc6d7e33211b,d8cf960a,778,604,361
1616747551,90951487b9109e44,eeb7ef86,225,676,433
1626105507,dce3b0e76db2f621,2d4f8b13,287,182,957
1611192259,43a7b562e6c10228,9e9eaa31,482,208,467
1566186494,6bafab0a45724347,1ec2cf6f,433,93,543
1566268227,6bd3ea015e6f5c68,8cb50d97,828,833,210
1591739616,236dd7f24373dc78,04c4726e,170,513,716
1640145159,9ed8bf4c6e35f683,e6dd0da0,134,857,340
1592338400,dbba260f533f1e08,411238a2,737,75,478
1494613743,d7075d506c090dc0,50387679,542,288,703
1541151501,64335de142a4ae39,3821830d,881,62,28
1539142680,997e0f79894a8a30,a674aee8,965,513,665
1599103691,06632db4178e79df,db6956d0,592,417,846
1505277336,3a67b83278566620,fb30f361,617,263,575
1532424619,b4b4fa3f6a76910c,e32566d5,726,634,991
1581956507,40a08556f81a5499,d95da97b,966,690,940
1608337255,421cce7a53ee1a82,48b9178d,632,421,691
1527003098,19c88ab751ba5fcc,65dc459f,652,381,541
1587987460,28da10368fb711cf,173b9183,519,273,133
1504961258,e980eecb4d4cce95,0f57c288,189,897,92
1597448752,4af010cd0212087d,bccba27c,288,82,693
1496491103,f68a24f40ef95df3,2971dc7d,296,295,192
1579778504,3a2b0df062252587,c1160712,41,110,744
1496525023,138a7b9745354746,6d0bb3a8,432,542,234
1596238011,79696bb91c2be43b,42b3bf17,249,364,979
1640527424,0cadf5b0d67a8ea3,32d89f63,782,254,411
1539910440,1e9ec2bf46ffd339,7ec01b14,916,547,819
1587191434,492f7aa205f29126,7ef9e994,860,759,327
1541457473,2c9610cf6b86d8fd,e5195a90,770,29,606
1575905237,cf72ba97276ec373,ad5edac2,354,166,800
1526218341,1f853663c17b7a40,40cf84fa,562,558,116
1537090219,92a39a89e7c32ce1,65e1611a,76,442,761
1584456358,9c93fb49a35a9e1b,4578ed3f,10,514,980
1572957677,29d4d1409e6704ea,26f1a6d8,562,606,194
1514231668,122394d450d847d3,1811e2a7,884,58,143
1630062121,37dfb8141e77930a,d20cc716,914,710,248
1490763604,e1cc5c0b3d2c0a6e,fb7a2423,394,881,196
1615244881,2cfcbaa39c019a23,54f29157,16,278,436
1640727564,df3b43a6870c4f5b,4c92ab4f,863,202,831
1538881304,fb361b9f453ef0f3,d59e9027,143,306,646
1511627465,6191c3e8859218da,96b40c13,140,342,466
1534112360,4fc5e32357e2a6f0,88a547d7,33,12,124
1508842253,988cda9a32506d4e,ad14e34d,204,16,945
1499352055,cdb1c0189befeb4b,7488fb42,889,815,66
1519050645,b047a2b52cb5104b,50e24078,449,180,91
1596097895,989a04fc724db019,eb17e318,955,408,572
1542908979,9b88aac3d0bdaae2,5fb60062,508,462,215
1553402956,69149c82352e505f,e65c86a4,331,316,956
1568930191,6c26d7ac07a2792c,a70d3c7d,470,436,452
1583376412,67c24dca6e06ef66,f938f400,358,110,554
1620211552,d7ae73e6b0514524,89170cc3,457,486,143
1497368650,43a7b562e6c10228,9e9eaa31,79,299,861
1588087137,4918745142b56d82,2015452f,899,518,720
1608122122,3a2b0df062252587,c1160712,678,377,733
1533306779,2f1f47373a8e07a4,794836e6,517,962,944
1577254331,454284b680e64b2e,249134ee,894,829,476
1508129866,a8797bc217b0f402,a446bc0a,36,362,453
1599292181,d22e439b7f45666f,226f387a,445,719,341
1597160552,5e28524c61886c36,f9d569f8,352,499,342
1525819074,2a6bbe5fc53292a6,65369e7b,787,428,66
1637796327,5ef3925c07755ad7,3570024f,396,729,551
1528542675,800962d582520cf9,6edd6f33,605,510,829
1487723696,c8b47deafeb0ada9,4884e8c9,9,286,740
1635412805,4bf13ae751d690b0,59baf184,953,589,426
1509142780,e4a22318ea81a52c,d7062143,353,680,401
1630992574,c8fd3897fbd45be2,8bfe14d9,826,728,423
1560330087,09a90bbaf6c1920b,61d2f17a,686,953,752
1535641477,cb52a936a87d90d5,4e7551b4,930,241,377
1599392871,6779c6b518a3d4db,a616c079,33,698,356
1625316142,1caa8f825ad7585a,b1b80971,274,103,236
1585089352,1c19d75949ba405d,c10dea7b,836,225,491
1558541521,cd71ffbe631feae9,ce6a6411,692,373,104
1564786570,5503c225a6e36cc7,dcc91616,198,953,833
1631227893,1c1437501a310935,f68d3594,664,582,828
1484528939,6178fe4b24cdf42b,d82bec71,991,919,213
1490558223,6f344c4549744969,0941d036,661,697,418
1578345141,1f8848e137ce18c5,383630c0,122,224,306
1487949566,cff41473ee8a80f4,64c926d8,462,86,337
1553536297,df888a8bd305dc19,4402f065,973,685,6
1520720550,6653d9eea945c58c,24e10593,922,200,832
1551943116,7c9b8ff945ba6b83,4baf421b,915,301,993
1528214578,c45bf8b88b13d5b9,2e92b7b4,241,829,836
1562572735,34d1d166bf375aa7,5ffcef92,51,965,463
1578298087,639b35eb32f1003c,a4033db2,841,798,733
1514908721,0f5727fa5360d7d2,c095ea0f,407,363,494
1505165659,2f2611f2c31c648f,88576bcb,203,483,671
1555320411,b7a22dce8cc72769,5c6bfbdd,774,6,98
1506539666,183eca5df22411fc,416fd38a,748,540,797
1595844543,67f11c5173e4b7b8,5e358ec1,1000,771,105
1586930403,241fbb9cca5fd8e6,4cbaf1c5,419,75,249
1535073850,61ea6da3a5f1d725,82e08b1c,526,247,18
1520871943,16efc9a0b5c955f2,a379b99c,555,70,991
1558229622,f7d8770bdd8e979f,a810cebd,646,969,274
1571286915,2e2c8d0517810c43,6cd33109,767,943,505
1619450179,11cb87b09858b92d,b8bf4420,727,218,76
1560040360,52b46acdb27b2bf6,a39590c5,319,721,573
1503994054,43a7b562e6c10228,9e9eaa31,146,958,620
1591466960,7624f72157b45bde,1ab79c91,165,456,585
1636184459,123d530e08a18706,4c2f8fab,835,262,519
1574566677,3ff76270582491c2,855749a6,832,460,820
1531064240,f19f16cc803c2b21,8a745cff,371,666,343
1602658470,0375f515fe7bb7b2,904ca568,851,876,92
1487633832,133af7df1952ea56,9e19b008,366,545,810
1640207578,a62ec73ac3f7984e,d5fa01ce,22,803,332
1579398582,0a966d2010964db9,5d7e5bdd,750,204,926
1544639775,4276c2ad1135a522,2c70de91,503,460,501
1598670222,38c617bb8b20655a,5882f7d3,818,217,735
1566125611,e5d31fe9b63e7c04,7c81d7de,94,857,346
1633404357,cbd6e2c6f7e71498,916bd223,115,615,612
1562370220,5713fc734fd90cef,a5309124,509,541,654
1497083711,b7090482e9ac47d1,f99bf1e1,699,146,14
1588253732,0b8dc85c385740f1,29271d34,499,164,262
1556398077,d97d3e6fae20a316,0a5e1106,650,862,262
1530418082,12d44869f387f36d,0743b3b7,971,252,830
1501720123,3ff76270582491c2,855749a6,465,109,400
1526783562,02cac98e0409bdfb,65f98fa9,704,5,327
1504160575,2ebae35311f2749c,0613a5de,383,318,834
1640454641,3a8af083121fda11,a1ac9fa7,31,700,907
1564059327,a8797bc217b0f402,a446bc0a,545,301,343
1497527219,dac72717b53626b2,c9340263,340,165,41
1538434658,8f085fc4ff00072e,00ca498b,616,576,914
1497125069,bdb04cc022fa58b5,13b71e12,760,765,969
1523575209,55f79408482f1f8f,4a64c81c,698,572,671
1594015598,88d60259e3dc89a4,d0429d55,290,375,520
1640087565,0c5a230513344291,1e3f2f44,583,5,958
1605188471,4e214cabee0c3c76,29e0456c,430,271,780
1625976788,cb52a936a87d90d5,4e7551b4,265,648,416
1584684978,d858dbf426511ced,73629269,73,772,963
1574621632,fb6ccf3026929610,a8305ad0,843,208,198
1523249452,e6c109eba57b4d7d,94b219ac,228,242,929
1492514863,8bb04fcdcad4b808,061fcc27,17,95,806
1510949978,873b39455bdbec12,ef48b752,710,501,47
1613279290,2e2c8d0517810c43,6cd33109,124,970,235
1547647241,df7acd50fb3d8634,6fe412c6,289,421,95
1569981605,5621cc6d7e33211b,d8cf960a,42,956,193
1553518072,9759a0c2e6088755,f11c31ef,923,712,640
1624240645,7976444f8ff93a32,cd603b85,555,350,230
1558839835,1caa8f825ad7585a,b1b80971,856,579,901
1627546252,f3480577c9afe38d,aa1c1641,939,115,940
1503777963,18bb74957b604c1b,30d0ac5e,337,755,892
1540810657,416a17f70ad0741b,24ccc3be,917,222,719
1573118738,64c40222032d618d,969c9e9b,861,797,131
1511024218,133138d8851deb68,c75413e3,715,509,412
1570288701,c8e7fb559f0cfce6,ee04288d,143,523,683
1627626149,9fb8d010a0ccef1f,4cc5dfa5,171,308,365
1583740164,ef2e253fe34fa5d3,9edaeeaa,3,661,741
1635918322,71d22dfe1e1a974f,04439e2a,861,879,659
1578714912,868e8cd08588419c,3b6e24fd,89,721,8
1562127446,241fbb9cca5fd8e6,4cbaf1c5,557,58,673
1588331210,ad940ce677acda64,eeda7347,632,26,854
1500587386,f8f9463d4a54fd4b,8877eda5,861,650,240
1505961092,b90d8eb01072fdce,ba565116,623,332,886
1608350647,6289cb5cb24306e3,be8ab2ed,709,156,535
1561989227,9dcc530e04750025,144f341e,512,562,248
1494944769,368828ceaef6e47e,ee078a7e,496,253,576
1508801523,06632db4178e79df,db6956d0,425,630,160
1546555504,4e52ae3bdda0bcbc,23a0406d,262,64,622
1489716822,09a90bbaf6c1920b,61d2f17a,927,89,272
1500724770,94cafa8a43f74a1e,380d5f45,781,845,630
1586711585,1caa8f825ad7585a,b1b80971,428,21,321
1611487396,105e6451bd78dc92,ab33e12e,709,321,732
1512829431,ac7297eb595566ed,cdb008c5,592,113,338
1499222360,9d3b42f249ca2fa7,32332e2d,189,943,410
1584575558,8338d70202d7f6c3,c63cb3a0,192,354,891
1641833779,d8d69241a12cc999,d19b9e8e,191,669,156
1631227978,fe39e43dca897969,d2ff6c2f,691,656,450
1484420967,b3da5d30058a7ce0,65ad5407,761,353,430
1487118449,e3f0e2109040fd2a,b73a6ca4,80,344,952
1595259799,f7d8770bdd8e979f,a810cebd,804,358,650
1568406795,f3ec8deb7a6d3ea1,5acbf148,313,398,938
1620855984,e1cc5c0b3d2c0a6e,fb7a2423,741,348,38
1541558181,5f4c20d54486abd6,efde245f,317,468,263
1633604723,15f9961698dd0726,ceabff09,604,341,422
1593756709,147f4417bdeb4147,6b64cdc4,802,10,17
1630640734,5e61ae33d260837a,7f8a9b19,772,78,458
1512013910,eaf0c3836ebc9ae9,0946c4b9,987,873,309
1547508713,ee9fa42c70365ab1,58dabc89,403,350,676
1557992948,3827891cd4cab1a2,24040863,606,261,958
1640366158,e6f7f9ba7c2b5e36,b48c2866,860,354,157
1569993474,bccf79fe22a58d45,3977457c,543,135,370
1588875296,ba609e211635bd89,34ac6ce9,746,844,372
1625070021,ea7b12e7463a6afc,3c71249c,300,896,129
1574414628,92f61cd798a46a1a,52411999,150,98,284
1604033473,35ededd0da3fd322,78ef772f,72,618,770
1587279867,fb0cc3f572c8db67,5e2f71f4,448,126,181
1503447702,a31d4126c890c2b1,28f18b19,726,472,939
1560761329,588f4a5a397dac1a,fab895a2,215,639,143
1637765853,3bfa45085ad96a5e,e16d02ef,618,643,293
1547642422,d33778d3eded39cf,115cd0a6,784,806,697
1618100889,43d650eef89539d3,2fb39da1,643,565,295
1504129565,fce01bc681025e5e,12dfe741,934,617,745
1631316487,4e214cabee0c3c76,29e0456c,445,664,150
1510235824,be91a0bd5c3ef4b3,9b5d931b,489,85,272
1583519134,a295f80a393eca6a,c0c3928a,321,588,585
1614332360,a46ef83875731bd1,57d2905a,572,985,628
1619349496,f40bf1612cb049e3,8c81ef55,521,356,593
1494409606,5a2d25cd0d715f07,c4cd27a7,24,156,904
1596119670,d6c5fcfb4392dcb5,92d7d334,180,628,292
1634131261,8736cedcfcc6bf9c,e44ae9fd,694,192,510
1490254569,871b594cfb32967d,0fb09949,814,576,411
1596826312,7e7ca820e2364fdc,2ae0c6dc,241,357,406
1523050406,da9a1050e6a93982,bc84a350,811,134,56
1500265042,b583ea286ed8756a,53dba36d,72,944,244
1610238011,492f7aa205f29126,7ef9e994,298,663,379
1593602759,c58ad1cd7b45a8d4,92a62dd3,744,859,755
1556198832,847de3eb3a01c0d7,792c42a9,808,11,195
1529201550,5a8b79882dc0b7f7,0e33ef73,655,839,464
1493674264,708398022a9f4453,ca4a3860,389,746,56
1573268144,4f54d2db3f1c4422,bb2bc3c4,93,800,534
1544779538,dbba260f533f1e08,411238a2,461,544,366
1606364758,098ff78a00ecd9c9,7929ec19,498,827,890
1570229749,c0958dd1cca0e273,de7ff5a6,677,117,721
1562638635,b150003d02c16027,8def63f2,461,491,149
1609886755,f6a13bbdf74aa25f,6a13625d,306,910,139
1545405964,5ef3925c07755ad7,3570024f,38,489,745
1489620830,7b2cc0705f32f709,58088510,51,340,945
1568662767,7466a8e00dc8d23b,5e645f82,795,301,731
1501560384,91e0ce4079d06381,17caec94,570,114,857
1609808230,8170dcf322f0dcd8,eb1940ca,780,771,218
1524528340,0dbe2b4ca797ad92,72fa83ea,187,664,461
1603147159,6735c1e50d0d22f3,0720d500,171,92,662
1488106840,590fe7070a914fd8,29bad883,359,15,63
1507797059,15a79e8d30a493bf,ccd24929,509,999,19
1543307812,c7498ea7f6c8ad2e,519bff6a,316,335,958
1558432012,8ef0c31c72676bba,1b6a3443,26,769,69
1491282915,0c6e6aeeb128cd24,6354c4a6,651,477,481
1569997062,f1126b1af642c234,4d8cd8f1,885,245,421
1551383004,d5a9d865796ee266,4db4e0d1,236,86,613
1584522570,42baa7a6b262f5f1,d04f0c34,746,51,393
1550809446,db230e5532e1ca09,72d9a1e8,718,963,937
1560107355,18d207dab2d962fe,b554587d,461,108,451
1501722734,dcdd8f8ca4dec570,40d50611,661,364,630
1547316332,3b5e2a58c1e0f0de,c1f93581,523,444,334
1557110936,e00f819d01816f04,1802b1da,434,867,629
1500915433,8f31911c6fd28d5e,035970b9,413,136,767
1591301130,d33778d3eded39cf,115cd0a6,727,551,19
1638030788,5ef9c84392f1ecbd,a4f47a87,518,140,52
1547073175,acd9f59555b9bed6,02c2ef95,875,850,63
1518661970,82d3863f07b309fb,54b1c075,561,123,928
1534990661,8e59b5060209eb08,9852cb00,736,566,271
1571467245,1dd9d72facbed147,88a1b739,591,53,716
1599064034,f009d9a33eebb9d3,dce13ad6,299,428,767
1493046602,c8a5501cda6f45ee,fe525275,203,940,548
1541808895,0867536a14f2e50d,5623c217,907,875,207
1601051163,a43f7189e39f248b,ab6f0bc8,906,604,262
1491915630,8da0d74c02ce085b,4b1fd075,375,591,540
1503862787,80c56398ddc74695,f94b9748,819,865,202
1510044391,1e02c743bdaada58,41846041,106,966,975
1493384963,69f82a4868cc7fb5,85089dce,320,648,1
1529202536,dd76f9f8c45938dc,4de114ba,842,621,778
1610400148,c7a04080880ec136,3bb28773,21,196,212
1594406120,4e494703fb6b1394,349a0d63,19,873,584
